 C# 5.0 All-in-One For Dummies;1118385365;9781118385364;Bill Sempf, Chuck Sphar, Stephen R. Davis;For Dummies;dummies, one;840;2013-01-29;Paperback;39.99 USD
 C Programming :: Step By Step Beginner's To Experts Edition.;1500481122;9781500481124; Harry. H. Chaudhary.;CreateSpace Independent Publishing Platform;experts, beginner, programming;394;2014-07-07;Paperback;16.99 USD
 Topics in C Programming, Revised Edition;0471534048;9780471534044;Stephen G. Kochan, Patrick H. Wood;Wiley;revised, programming, topics;528;1991-05-24;Paperback;49.99 USD
 Introduction to Numerical Programming: A Practical Guide for Scientists and Engineers Using Python and C/C++ (Series in Computational Physics);1466569670;9781466569676; Titus A. Beu;CRC Press;python, using, series, computational, physics, engineers, scientists, numerical, programming, practical, guide, introduction;674;2014-09-03;Hardcover;89.95 USD
 C Quick Syntax Reference;1430264993;9781430264996; Mikael Olsson;Apress;reference, syntax, quick;96;2015-01-21;Paperback;19.99 USD
 Microsoft Visual C++/CLI Step by Step (Step by Step Developer);0735675171;9780735675179; Julian Templeman;Microsoft Press;developer, cli, visual, microsoft;540;2013-08-25;Paperback;44.99 USD
 Problem Solving and Program Design in C (6th Edition);0321535421;9780321535429;Jeri R. Hanly, Elliot B. Koffman;Addison Wesley;design, program, solving, problem;936;2009-02-16;Paperback;131.00 USD
 Programming Embedded Systems: With C and GNU Development Tools, 2nd Edition;0596009836;9780596009830;Michael Barr, Anthony Massa;O\'Reilly Media;development, tools, gnu, systems, embedded, programming;301;2006-10-01;Paperback;49.99 USD
 The Joy of C;047112933X;9780471129332;Lawrence H. Miller, Alexander E. Quilici;Wiley;joy;816;1997-01-30;Paperback;55.53 USD
 C++ For Dummies;111882377X;9781118823774; Stephen R. Davis;For Dummies;dummies;480;2014-06-09;Paperback;29.99 USD
 Embedded Systems with ARM Cortex-M3 Microcontrollers in Assembly Language and C;0982692625;9780982692622; Yifeng Zhu;E-Man Press LLC;assembly, language, microcontrollers, cortex, systems, embedded;542;2014-08-01;Paperback;59.50 USD
 PIC Microcontroller Projects in C, Second Edition: Basic to Advanced;0080999247;9780080999241; Dogan Ibrahim;Newnes;basic, advanced, second, projects, microcontroller, pic;660;2014-05-07;Paperback;64.95 USD
 Theories of Programming Languages;0521106974;9780521106979; John C. Reynolds;Cambridge University Press;languages, programming, theories;516;2009-04-02;Paperback;69.99 USD
 C: From Theory to Practice;1482214504;9781482214505;George S. Tselikis, Nikolaos D. Tselikas;CRC Press;practice, theory;518;2014-02-12;Paperback;79.95 USD
 Programming Problems: A Primer for the Technical Interview (Volume 1);1492175552;9781492175551; Bradley Green;CreateSpace Independent Publishing Platform;interview, volume, technical, primer, problems, programming;154;2012-03-27;Paperback;14.99 USD
 C# 2012 for Programmers (5th Edition) (Deitel Developer Series);0133440575;9780133440577;Paul Deitel, Harvey M. Deitel;Prentice Hall;series, developer, deitel, programmers;1200;2013-10-07;Paperback;59.99 USD
 Learning Python, 5th Edition;1449355730;9781449355739; Mark Lutz;O\'Reilly Media;python, learning;1600;2013-07-06;Paperback;64.99 USD
 Programming iOS 8: Dive Deep into Views, View Controllers, and Frameworks;1491908734;9781491908730; Matt Neuburg;O\'Reilly Media;controllers, frameworks, view, views, ios, dive, programming;1018;2014-12-14;Paperback;54.99 USD
 Introduction to Algorithms, 3rd Edition;0262033844;9780262033848;Thomas H. Cormen, Charles E. Leiserson, Ronald L. Rivest, Clifford Stein;The MIT Press;algorithms, introduction;1312;2009-07-31;Hardcover;92.00 USD
 C and the 8051 (4th Edition);0978399501;9780978399504; Thomas W. Schultz;Wood Island Prints;;464;2008-03-01;Paperback;39.95 USD
 C# Game Programming: For Serious Game Creation;1435455568;9781435455566; Daniel Schuller;Cengage Learning PTR;game, creation, programming, serious;448;2010-06-16;Paperback;49.99 USD
 Adaptive Code via C#: Agile coding with design patterns and SOLID principles (Developer Reference);0735683204;9780735683204; Gary McLean Hall;Microsoft Press;solid, principles, developer, reference, patterns, design, code, via, agile, coding, adaptive;448;2014-10-19;Paperback;49.99 USD
 Designing Audio Effect Plug-Ins in C++: With Digital Audio Signal Processing Theory;0240825152;9780240825151; Will Pirkle;Focal Press;audio, signal, processing, theory, digital, ins, effect, plug, designing;560;2012-10-10;Paperback;63.95 USD
 Head First C#,: A Learner's Guide to Real-World Programming with Visual C# and .NET;1500193690;9781500193690; Harry. H. Chaudhary.;CreateSpace Independent Publishing Platform;programming, visual, net, world, real, first, learner, guide, head;248;2014-06-02;Paperback;12.99 USD
 Programming for Engineers: A Foundational Approach to Learning C and Matlab;3642233023;9783642233029; Aaron R. Bradley;Springer;learning, matlab, approach, foundational, engineers, programming;238;2011-10-25;Hardcover;49.95 USD
 C++ Programming in Easy Steps;1840784326;9781840784329; Mike McGrath;In Easy Steps Limited;steps, easy, programming;192;2011-07-12;Paperback;14.99 USD
 iOS 8 Programming Fundamentals with Swift: Swift, Xcode, and Cocoa Basics;1491908904;9781491908907; Matt Neuburg;O\'Reilly Media;swift, cocoa, basics, xcode, ios, fundamentals, programming;582;2015-04-05;Paperback;49.99 USD
 Programming and Metaprogramming in the Human Biocomputer: Theory and Experiments;051752757X;9780517527573; John C. Lilly;Three Rivers Press/Julian Press;theory, experiments, biocomputer, human, metaprogramming, programming;160;1987-05-27;Paperback;15.00 USD
 Problem Solving and Program Design in C (8th Edition);0134014898;9780134014890;Jeri R. Hanly, Elliot B. Koffman;Prentice Hall;design, program, solving, problem;840;2015-02-27;Paperback;147.00 USD
 Intermediate C Programming;1498711634;9781498711630; Yung-Hsiang Lu;CRC Press;programming, intermediate;544;2015-06-05;Paperback;79.95 USD
 Unix Network Programming, Volume 1: The Sockets Networking API (3rd Edition);0131411551;9780131411555;W. Richard Stevens, Bill Fenner, Andrew M. Rudoff;Addison-Wesley Professional;networking, api, sockets, volume, network, programming, unix;1024;2003-11-24;Hardcover;79.99 USD
 C++ All-in-One For Dummies (For Dummies (Computer/Tech));1118823788;9781118823781;John Paul Mueller, Jeff Cogswell;For Dummies;dummies, tech, computer, one;864;2014-08-18;Paperback;39.99 USD
 Game Programming Gems (Game Programming Gems (W/CD));1584500492;9781584500490; Mark DeLoura;Charles River Media;gems, programming, game;600;2000-08;Hardcover;69.95 USD
 Programming for Chemical Engineers Using C, C++, and MATLAB;1934015091;9781934015094; Raul Raymond Kapuno Jr.;Jones & Bartlett Learning;matlab, using, engineers, chemical, programming;400;2008-01-31;Hardcover;175.95 USD
 C Programming Success in a Day & Rails Programming Professional Made Easy;1511604522;9781511604529; Sam Key;CreateSpace Independent Publishing Platform;programming, made, easy, professional, rails, success, day;58;2015-04-05;Paperback;13.11 USD
 C Programming Success in a Day & JavaScript Professional Programming Made Easy;1511604638;9781511604635; Sam Key;CreateSpace Independent Publishing Platform;programming, made, easy, professional, javascript, success, day;50;2015-04-05;Paperback;13.15 USD
 C Programming Success in a Day & Windows 8 Tips for Beginners;1511604719;9781511604710; Sam Key;CreateSpace Independent Publishing Platform;tips, beginners, windows, day, success, programming;48;2015-04-05;Paperback;12.88 USD
 C Programming Success in a Day & Android Programming In a Day!;151160476X;9781511604765; Sam Key;CreateSpace Independent Publishing Platform;day, programming, android, success;46;2015-04-05;Paperback;12.56 USD
 C Programming Success in a Day & HTML Professional Programming Made Easy (Volume 13);1511606312;9781511606318; Sam Key;CreateSpace Independent Publishing Platform;programming, easy, volume, made, html, success, day, professional;50;2015-04-05;Paperback;12.77 USD
 C Programming Success in a Day & PHP Programming Professional Made Easy;151160641X;9781511606417; Sam Key;CreateSpace Independent Publishing Platform;programming, made, easy, professional, php, success, day;52;2015-04-05;Paperback;12.43 USD
 C Programming Success in a Day & Ruby Programming Professional Made Easy;1511606533;9781511606530; Sam Key;CreateSpace Independent Publishing Platform;programming, made, easy, professional, ruby, success, day;50;2015-04-05;Paperback;12.66 USD
 Windows via C/C++;0735624240;9780735624245;Jeffrey M. Richter, Christophe Nasarre;Microsoft Press;via, windows;848;2007-11-28;Hardcover;69.99 USD
 Game Coding Complete, Fourth Edition;1133776574;9781133776574;Mike McShaffry, David Graham;Cengage Learning PTR;fourth, complete, coding, game;960;2012-03-05;Paperback;59.99 USD
 More Exceptional C++: 40 New Engineering Puzzles, Programming Problems, and Solutions;020170434X;9780201704341; Herb Sutter;Addison-Wesley Professional;problems, solutions, programming, puzzles, new, engineering, exceptional;304;2001-12-27;Paperback;49.99 USD
 TCP/IP Sockets in C#: Practical Guide for Programmers (The Practical Guides);0124660517;9780124660519;David Makofske, Michael J. Donahoo, Kenneth L. Calvert;Morgan Kaufmann;practical, guides, programmers, guide, tcp, sockets;175;2004-05-13;Paperback;33.95 USD
 The Art of C Programming;0387963928;9780387963921;Robin Jones, Ian Stewart;Springer;programming, art;186;1986-12-22;Paperback;99.00 USD
 A Step-by-Step Guide to C Programming;013339946X;9780133399462; Jean Paul Corriveau;Prentice Hall;programming, guide;825;1997-11-27;Paperback;210.60 USD
 A First Book of ANSI C, Third Edition;0534379648;9780534379643; Gary J. Bronson;Course Technology;third, ansi, book, first;768;2000-08-30;Paperback;120.95 USD
 Learning Cocoa with Objective-C: Developing for the Mac and iOS App Stores;149190139X;9781491901397;Paris Buttfield-Addison, Jonathon Manning, Tim Nugent;O\'Reilly Media;ios, app, stores, mac, developing, cocoa, objective, learning;388;2014-03-27;Paperback;39.99 USD
 A Retargetable C Compiler: Design and Implementation;0805316701;9780805316704;David R. Hanson, Christopher W. Fraser;Addison-Wesley Professional;implementation, design, compiler, retargetable;592;1995-02-10;Paperback;69.99 USD
 Game Programming Patterns;0990582906;9780990582908; Robert Nystrom;Genever Benning;patterns, programming, game;354;2014-11-02;Paperback;39.95 USD
 Fractal Programming in C;1558510370;9781558510371; Roger T. Stevens;M & T Books;programming, fractal;958;1989-08;Paperback;29.95 USD
 Types and Programming Languages;0262162091;9780262162098; Benjamin C. Pierce;The MIT Press;languages, programming, types;645;2002-02-01;Hardcover;85.00 USD
 C++14 FAQs;1500239879;9781500239879; Chandra Shekhar Kumar;CreateSpace Independent Publishing Platform;faqs;104;2014-06-19;Paperback;14.99 USD
 MCSD Certification Toolkit (Exam 70-483): Programming in C#;1118612094;9781118612095;Tiberiu Covaci, Rod Stephens, Vincent Varallo, Gerry O\'Brien;Wrox;programming, exam, toolkit, certification, mcsd;648;2013-05-13;Paperback;59.99 USD
 Pro C# 5.0 and the .NET 4.5 Framework (Expert's Voice in .NET);1430242337;9781430242338; Andrew Troelsen;Apress;net, voice, expert, framework, pro;1560;2012-08-21;Paperback;59.99 USD
 Programming Massively Parallel Processors, Second Edition: A Hands-on Approach;0124159923;9780124159921;David B. Kirk, Wen-mei W. Hwu;Morgan Kaufmann;hands, approach, second, processors, massively, parallel, programming;514;2012-12-28;Paperback;74.95 USD
 Microsoft C: Programming for the PC;0672226618;9780672226618; Robert Lafore;Sams Publishing;programming, microsoft;748;1989-02;Paperback;Unknown
 The Concurrent C Programming Language;0929306007;9780929306001;Narain Gehani, William D. Roome;Silicon Pr;language, programming, concurrent;303;1989-03;Paperback;35.95 USD
 Sams Teach Yourself Objective-C in 24 Hours (2nd Edition);0672334496;9780672334498; Jesse Feiler;Sams Publishing;hours, objective, yourself, teach, sams;368;2014-03-19;Paperback;39.99 USD
 Computer Graphics: Principles and Practice in C (2nd Edition);0201848406;9780201848403;James D. Foley, Andries van Dam, Steven K. Feiner, John F. Hughes;Addison-Wesley Professional;practice, principles, graphics, computer;1200;1995-08-14;Hardcover;99.99 USD
 Sams Teach Yourself C in 21 Days (6th Edition);0672324482;9780672324482;Bradley L. Jones, Peter Aitken;Sams Publishing;days, yourself, teach, sams;960;2002-10-05;Paperback;49.99 USD
 A Tour of C Programming :: For First Time Beginner's With 2000+ C Codes;1500529559;9781500529550; Harry. H. Chaudhary.;CreateSpace Independent Publishing Platform;beginner, codes, time, first, programming, tour;394;2014-07-14;Paperback;16.99 USD
 Study Guide: for C Programming: A Modern Approach;0393969460;9780393969467; Manuel E. Bermudez;W. W. Norton & Company;approach, modern, programming, guide, study;256;1998-01-17;Paperback;Unknown
 Advanced Topics in C: Core Concepts in Data Structures (Expert's Voice in C);1430264004;9781430264002; Noel Kalicharan;Apress;structures, expert, voice, data, concepts, topics, core, advanced;312;2013-10-29;Paperback;49.99 USD
 Introduction to C Programming with the TMS320LF2407A(TM) DSP Controller;145658880X;9781456588809; George Terzakis;CreateSpace Independent Publishing Platform;controller, dsp, tms320lf2407a, programming, introduction;422;2011-02-07;Paperback;38.00 USD
 Programming Projects in C for Students of Engineering, Science, and Mathematics;161197349X;9781611973495; Rouben Rostamian;SIAM-Society for Industrial and Applied Mathematics;science, mathematics, engineering, students, projects, programming;409;2014-09-03;Paperback;69.00 USD
 Memory as a Programming Concept in C and C++;0521520436;9780521520430; Frantisek Franek;Cambridge University Press;concept, programming, memory;276;2003-11-17;Paperback;49.99 USD
 Pocket Guide to TCP/IP Socket Programming in C (Morgan Kaufmann Series in Networking);1558606866;9781558606869;Michael J. Donahoo, Kenneth L. Calvert;Morgan Kaufmann;kaufmann, series, networking, morgan, programming, guide, tcp, socket, pocket;130;2000-08-21;Paperback;15.95 USD
 Clean Code: A Handbook of Agile Software Craftsmanship;0132350882;9780132350884; Robert C. Martin;Prentice Hall;software, craftsmanship, agile, handbook, code, clean;464;2008-08-11;Paperback;49.99 USD
 Beginner's Guide To Embedded C Programming: Using The Pic Microcontroller And The Hitech Picc-Lite C Compiler;1438231598;9781438231594; Chuck Hellebuyck;CreateSpace Independent Publishing Platform;hitech, picc, lite, compiler, microcontroller, pic, guide, embedded, programming, using, beginner;202;2008-05-25;Paperback;39.95 USD
 Beginning Arduino Programming (Technology in Action);1430237775;9781430237778; Brian Evans;Apress;action, technology, programming, arduino, beginning;272;2011-10-16;Paperback;39.99 USD
 Beginning C, 5th Edition (Expert's Voice in C);1430248815;9781430248811; Ivor Horton;Apress;voice, expert, beginning;688;2013-02-26;Paperback;59.99 USD
 Python Programming Professional Made Easy & C Programming Professional Made Easy (Volume 17);1508964289;9781508964285; Sam Key;CreateSpace Independent Publishing Platform;easy, made, professional, programming, volume, python;54;2015-03-19;Paperback;14.91 USD
 Beginner's Guide to Embedded C Programming - Volume 3: Creating the SimpleC Library of Functions;1461061253;9781461061250; Chuck Hellebuyck;CreateSpace Independent Publishing Platform;simplec, library, functions, creating, volume, guide, embedded, programming, beginner;196;2011-04-02;Paperback;39.95 USD
 The Waite Group's Microsoft C Programming for the PC;067222738X;9780672227387; Robert W. Lafore;Financial Times Prentice Hall;programming, microsoft, group, waite;1263;1990-10;Paperback;29.95 USD
 Waite Group's Turbo C Programming for the PC (The Waite Group);067222660X;9780672226601; Robert Lafore;Financial Times Prentice Hall;waite, group, programming, turbo;1201;1988-11-01;Paperback;29.95 USD
 Thinking in C++, Volume 2: Practical Programming;0130353132;9780130353139;Bruce Eckel, Chuck Allison;Prentice Hall;programming, practical, volume, thinking;832;2003-12-27;Paperback;91.00 USD
 Jumping into C++;0988927802;9780988927803; Alex Allain;Cprogramming.com;jumping;536;2013-04-19;Paperback;34.99 USD
 C+ C++: Programming With Objects in C and C++;0070296626;9780070296626; Allen I. Holub;Computing Mcgraw-Hill;objects, programming;427;1991-04;Paperback;29.95 USD
 Mathematics and Python Programming;1326017969;9781326017965; J.C. Bautista;lulu.com;programming, python, mathematics;266;2014-09-13;Paperback;21.42 USD
 Objective-C for Absolute Beginners: iPhone, iPad and Mac Programming Made Easy;1430236531;9781430236535;Gary Bennett, Mitchell Fisher, Brad Lees;Apress;programming, made, easy, mac, ipad, absolute, beginners, iphone, objective;340;2011-11-29;Paperback;39.99 USD
 An Introduction to Object-Oriented Programming with Java;0073523305;9780073523309; C. Thomas Wu;McGraw-Hill Science/Engineering/Math;java, programming, oriented, object, introduction;1008;2009-03-24;Paperback;Unknown
 C Programming Success in a Day & C Programming Success in a Day;1508948429;9781508948421; Sam Key;CreateSpace Independent Publishing Platform;day, success, programming;58;2015-03-18;Paperback;14.07 USD
 Programming in ANSI C;0074604015;9780074604014; Balagurusamy;McGraw-Hill Education;ansi, programming;425;1994-03-01;Paperback;Unknown
 Structured C for Engineering and Technology (4th Edition);0130206822;9780130206824;James L. Antonakos, Kenneth C. Mansfield, Thomas A Adamson;Prentice Hall;technology, engineering, structured;896;2000-05-15;Paperback;111.40 USD
 Practical Statecharts in C/C++: Quantum Programming for Embedded Systems with CDROM;1578201101;9781578201105; Miro Samek;CRC Press;systems, cdrom, embedded, programming, statecharts, quantum, practical;389;2002-07-01;Paperback;52.95 USD
 C Programming Without Fear :: A Beginner's Guide That Makes You C Champion Including 2000+ C Codes.;1500521914;9781500521912; Harry. H. Chaudhary.;CreateSpace Independent Publishing Platform;including, codes, champion, makes, beginner, guide, programming;394;2014-07-14;Paperback;15.99 USD
 C Programming: The Essentials for Engineers and Scientists (Undergraduate Texts in Computer Science);1461271614;9781461271611; David R. Brooks;Springer;texts, computer, science, undergraduate, scientists, essentials, engineers, programming;479;2012-10-30;Paperback;99.00 USD
 C Programming for Beginners: 2000+ Code Examples with 23+ Chapter's.;1500533173;9781500533175; Harry. H. Chaudhary.;CreateSpace Independent Publishing Platform;chapter, examples, code, beginners, programming;394;2014-07-14;Paperback;17.99 USD
 Applications Programming in ANSI C (3rd Edition);0023611413;9780023611414;Richard Johnsonbaugh, Martin Kalin;Prentice Hall;ansi, programming, applications;875;1996-12-26;Paperback;190.60 USD
 Professional Parallel Programming with C#: Master Parallel Extensions with .NET 4;0470495995;9780470495995; Gastón C. Hillar;Wrox;parallel, net, extensions, programming, professional, master;576;2010-12-21;Paperback;54.99 USD
 The Spirit of C: An Introduction to Modern Programming;0314285008;9780314285003;Henry Mullish, Herbert L. Cooper;Thomson Learning;programming, modern, introduction, spirit;400;1987-01;Paperback;74.95 USD
 Programming in C++: Lessons and Applications;0072424125;9780072424126;Tim B D\'Orazio, Tim D\'Orazio;McGraw-Hill Science/Engineering/Math;applications, lessons, programming;976;2003-07-01;Paperback;Unknown
 Sams Teach Yourself C for Linux Programming in 21 Days;0672315971;9780672315978; Erik de Castro Lopo;Sams;programming, days, linux, yourself, teach, sams;768;1999-12-22;Paperback;29.99 USD
 Programming Games in C;1558513809;9781558513808; Robert E. Marmelstein;M & T Books;games, programming;350;1994-08;Paperback;34.95 USD
 Programming Microcontrollers in C;1878707140;9781878707147; Ted Van Sickle;Llh Technology Pub;microcontrollers, programming;394;1994-05;Paperback;39.95 USD
 Programming 2D Games;146650868X;9781466508682; Charles Kelly;A K Peters/CRC Press;games, programming;438;2012-06-21;Hardcover;65.95 USD
 Computer Fundamentals and Programming in C;0198084560;9780198084563;Pradip Dey, Manas Ghosh;Oxford University Press;programming, fundamentals, computer;512;2013-08-31;Paperback;34.95 USD
 OpenCL Programming Guide;0321749642;9780321749642;Aaftab Munshi, Benedict Gaster, Timothy G. Mattson, James Fung, Dan Ginsburg;Addison-Wesley Professional;guide, programming, opencl;648;2011-07-23;Paperback;54.99 USD
 C Programming Language Essentials (Essentials Study Guides);0878916962;9780878916962; Ernest C. Ackermann;Research & Education Association;essentials, guides, study, programming, language;128;1998-01-01;Paperback;6.95 USD
 C Programming - A Beginner's Course;1438287844;9781438287843; Noel Kalicharan;CreateSpace Independent Publishing Platform;course, beginner, programming;254;2008-08-22;Paperback;24.95 USD
 The C Programming Language :: Golden Beginner's To Experts Edition;150048492X;9781500484927; Harry. H. Chaudhary.;CreateSpace Independent Publishing Platform;experts, beginner, golden, language, programming;394;2014-07-10;Paperback;17.99 USD
 C Programming for the Absolute Beginner;1931841527;9781931841528; Michael Vine;Course Technology PTR;beginner, absolute, programming;280;2002-09-09;Paperback;29.99 USD
 Beginner's Guide to Embedded C Programming - Volume 2: Timers, Interrupts, Communication, Displays and More;1448628148;9781448628148; Chuck Hellebuyck;CreateSpace Independent Publishing Platform;interrupts, communication, displays, timers, volume, guide, embedded, programming, beginner;206;2009-06-22;Paperback;39.95 USD
 Beginning Programming with Java For Dummies;1118407814;9781118407813; Burd;For Dummies;dummies, java, programming, beginning;480;2014-06-23;Paperback;29.99 USD
 C++ Network Programming, Volume 2: Systematic Reuse with ACE and Frameworks;0201795256;9780201795257;Douglas Schmidt, Stephen D. Huston;Addison-Wesley Professional;ace, frameworks, reuse, systematic, programming, volume, network;384;2002-11-08;Paperback;64.99 USD
 Beginning iPhone SDK Programming with Objective-C;0470500972;9780470500972; Wei-Meng Lee;Wrox;objective, programming, sdk, iphone, beginning;552;2010-01-07;Paperback;39.99 USD
 C Language Programming (Chinese Edition);7115273677;9787115273673; Peng Zheng Wen Lu Xin;Posts and Telecom Press;chinese, programming, language;246;2012-01-01;Paperback;Unknown
 Mastering C Pointers: Tools for Programming Power;012697408X;9780126974089; Robert J. Traister;Academic Press Inc;power, programming, tools, pointers, mastering;180;1990;Hardcover;Unknown
 Linux: Linux Command Line - A Complete Introduction To The Linux Operating System And Command Line (With Pics) (Unix, Linux kemel, Linux command line, ... CSS, C++, Java, PHP, Excel, code) (Volume 1);1507836996;9781507836996; M.J. Brown;CreateSpace Independent Publishing Platform;linux, line, command, java, php, code, volume, css, excel, pics, introduction, complete, operating, system, unix, kemel;82;2015-02-03;Paperback;12.99 USD
 Object Oriented Programming with C++: 6e;9383286504;9789383286508; E Balagurusamy;Tata McGraw Hill Education Private Limited;programming, oriented, object;562;2013-05-20;Paperback;16.95 USD
 Problem Solving with C++: The Object of Programming, Fifth Edition;0321268652;9780321268655; Walter Savitch;Addison Wesley;fifth, programming, object, solving, problem;960;2004-05-14;Paperback;109.00 USD
 Embedded C Programming and the Microchip PIC;1401837484;9781401837488;Richard H. Barnett, Sarah Cox, Larry O\'Cull;Cengage Learning;pic, microchip, programming, embedded;497;2003-11-03;Paperback;209.95 USD
 Beginning Programming All-In-One Desk Reference For Dummies;0470108541;9780470108543; Wallace Wang;For Dummies;reference, dummies, desk, one, programming, beginning;720;2008-06-03;Paperback;34.99 USD
 Numerical Methods for Engineers: With Software and Programming Applications;0072431938;9780072431933;Steven C. Chapra, Raymond Canale;McGraw-Hill Science/Engineering/Math;programming, applications, software, engineers, methods, numerical;944;2001-07-16;Hardcover;121.25 USD
 C Programming Success in a Day & MYSQL Programming Professional Made Easy (Volume 10);1511589620;9781511589628; Sam Key;CreateSpace Independent Publishing Platform;programming, easy, volume, made, mysql, success, day, professional;52;2015-04-03;Paperback;13.20 USD
 Beginning ASP.NET 4.5: in C# and VB;1118311809;9781118311806; Imar Spaanjaars;Wrox;net, asp, beginning;888;2012-11-06;Paperback;44.99 USD
 Programming in Visual Basic 2010;0073517259;9780073517254;Julia Case Bradley, Anita Millspaugh;McGraw-Hill/Irwin;basic, visual, programming;704;2010-07-28;Paperback;Unknown
 Advanced Topics in Types and Programming Languages;0262162288;9780262162289; Unknown;The MIT Press;languages, programming, types, topics, advanced;608;2004-12-23;Hardcover;74.00 USD
 The Denotational Description of Programming Languages: An Introduction;0387904336;9780387904337; Michael J.C. Gordon;Springer;introduction, languages, programming, description, denotational;162;1984-02-28;Paperback;99.00 USD
 Problem Solving with C++ (6th Edition);0321412699;9780321412690; Walter Savitch;Addison Wesley;solving, problem;1056;2006-03-10;Paperback;103.00 USD
 C Programming Professional.: Sixth Edition 2014 For Beginner's.;1495995763;9781495995767; Harry Hariom Choudhary;CreateSpace Independent Publishing Platform;beginner, sixth, professional, programming;408;2014-02-18;Paperback;16.99 USD
 C Programming Proverbs and Quick Reference;067230130X;9780672301308; Ron Wodaski;Sams Publishing;reference, quick, proverbs, programming;350;1992-10;Paperback;14.95 USD
 C Programming in Easy Steps;0760755043;9780760755044; Mike McGrath;Barnes and Noble;steps, easy, programming;192;2004;Paperback;Unknown
 C++ For Dummies;0470317264;9780470317266; Stephen R. Davis;For Dummies;dummies;432;2009-05-11;Paperback;29.99 USD
 C Programming for Unix;0672485184;9780672485183; John Valley;Sams Publishing;unix, programming;400;1992-11;Paperback;29.95 USD
 C Programmer's Toolkit (Programming series);0880227885;9780880227889; Jack J. Purdum;Que Pub;series, programming, toolkit, programmer;700;1991-11;Paperback;39.95 USD
 Mastering C# Database Programming;0782141838;9780782141832; Jason Price;Sybex;programming, database, mastering;800;2003-05-06;Paperback;59.99 USD
 Basic IBM Mainframe Assembly Language Programming;146357875X;9781463578756; Kevin C O\'Kane;CreateSpace Independent Publishing Platform;language, programming, assembly, mainframe, ibm, basic;234;2011-06-21;Paperback;14.99 USD
 Code: The Hidden Language of Computer Hardware and Software;0735611319;9780735611313; Charles Petzold;Microsoft Press;hardware, software, computer, language, hidden, code;400;2000-10-21;Paperback;22.99 USD
 Nonlinear Programming: Theory and Algorithms;0471486000;9780471486008;Mokhtar S. Bazaraa, Hanif D. Sherali, C. M. Shetty;Wiley-Interscience;algorithms, theory, programming, nonlinear;872;2006-05-05;Hardcover;164.00 USD
 Microsoft Visual C# 2012: An Introduction to Object-Oriented Programming;1285096339;9781285096339; Joyce Farrell;Cengage Learning;oriented, programming, object, introduction, visual, microsoft;864;2013-03-04;Paperback;184.95 USD
 Secure Coding in C and C++;0321335724;9780321335722; Robert C. Seacord;Addison-Wesley Professional;coding, secure;368;2005-09-19;Paperback;54.99 USD
 Programming WCF Services: Design and Build Maintainable Service-Oriented Systems;1491944838;9781491944837;Juval Lowy, Michael Montgomery;O\'Reilly Media;service, oriented, systems, maintainable, build, wcf, services, design, programming;900;2015-08-25;Paperback;59.99 USD
 Effective Objective-C 2.0: 52 Specific Ways to Improve Your iOS and OS X Programs (Effective Software Development Series);0321917014;9780321917010; Matt Galloway;Addison-Wesley Professional;effective, software, development, series, programs, improve, objective, specific, ways, ios;320;2013-05-26;Paperback;44.99 USD
 Just Enough C/C++ Programming;1598634682;9781598634686; Guy W. Lecky-Thompson;Cengage Learning PTR;programming;400;2007-11-12;Paperback;29.99 USD
 Inside Visual C++: With CDROM (Microsoft Programming Series);1572315652;9781572315655; David J Kruglinski;Microsoft Press;programming, series, microsoft, cdrom, visual, inside;940;1997-06-01;Paperback;49.99 USD
 Revolutionary Guide to MFC 4.0 Programming with Visual C++, with CD-ROM;1874416923;9781874416920; Mike Blaszczak;Wrox Press;visual, rom, programming, mfc, guide, revolutionary;871;1996-05;Paperback;49.95 USD
 C++: A Dialog: Programming with the C++ Standard Library;0130094021;9780130094025;Steve Heller, Chrysalis Software Corp.;Prentice Hall PTR;library, standard, programming, dialog;1122;2002-08-30;Paperback;44.99 USD
 Network Programming in C/Book and Disk (Programming series);0880225696;9780880225694; Barry Nance;Que;programming, series, disk, book, network;648;1990-05;Paperback;49.95 USD
 Introduction to Scientific Programming: Computational Problem Solving Using Maple and C;0387946306;9780387946306; Joseph L. Zachary;Springer;solving, using, maple, problem, computational, scientific, programming, introduction;380;1996-09-26;Hardcover;99.00 USD
 Software and Hardware Engineering: Assembly and C Programming for the Freescale HCS12 Microcontroller;0195308263;9780195308266; Fredrick M. Cady;Oxford University Press;freescale, hcs12, microcontroller, programming, assembly, hardware, engineering, software;736;2007-02-28;Paperback;127.95 USD
 Beginning C# Object-Oriented Programming (Expert's Voice in C#);1430235306;9781430235309; Dan Clark;Apress;expert, voice, programming, oriented, object, beginning;378;2011-05-30;Paperback;49.99 USD
 Practical Database Programming With Visual C#.NET;0470467274;9780470467275; Ying Bai;Wiley-IEEE Press;net, visual, programming, database, practical;936;2010-04-05;Paperback;118.00 USD
 Buffer Overflow Attacks: Detect, Exploit, Prevent;1932266674;9781932266672;James C. Foster, Vitaly Osipov, Nish Bhalla;Syngress;exploit, prevent, detect, attacks, overflow, buffer;512;2005-03-07;Paperback;38.95 USD
 Advanced Test in C and Embedded System Programming;8176566764;9788176566766; Ashok K. Pathak;BPB Publications;programming, system, embedded, test, advanced;169;2003-08-11;Paperback;12.50 USD
